search_id,software_details,software_pageref,version_specified,version_details,is_r_package,package_location,r_packages_mentioned,software_cited,citation_details,notes
MA204,Hmisc,1113,Y,3.13-0,Y,CRAN,N/A,Y,"Harrell Jr, F. E. 2013. Hmisc: Harrell miscellaneous. R package ver. 3.13-0. – < http://CRAN.R-project.org/package=Hmisc >.",NA
MA206,ImageJ,1122,N,NA,N,N/A,N/A,Y,"Schneider, C. A. et al. 2012. NIH Image to ImageJ: 25 years of image analysis. – Nat. Meth. 9: 671–675.",NA
MA206,ArcGIS,1123,Y,10.1,N,N/A,N/A,N,NA,NA
MA206,metafor,1123,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. – J. Stat. Softw. 36: 1–48.",NA
MA206,R,p.10 Supplementary Info,Y,2.15,N,N/A,Y,T,<www.r-project.org>,No mention of R in the article only in supplement
MA207,Rstudio,675,N,NA,N,N/A,N/A,Y,RStudio (2012). RStudio: integrated development environment for R (Version 2.15.2) (Computer software). Boston. Available at http://www.rstudio.com/ Accessed 5.2.2013.,NA
MA207,R,687,Y,2.15.2,N,N/A,Y,N,NA,Mentioned in the reference to Rstudio but nowhere else
MA207,metafor,675,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). Conducting meta-analysis in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA211,Image Pro Plus,374,Y,7.0,N,N/A,N/A,T,"Media Cybernetics, Rockville, Maryland, USA",NA
MA211,R,374,Y,3.0.2,N,N/A,Y,Y,"R Development Core Team. 2013. R 3.02. R Project for Statistical Computing, Vienna, Austria. www.r-project.org",NA
MA211,metafor,374,Y,1.9-2,Y,CRAN,N/A,N,NA,"In the acknowledgments: ""We thank Wolfgang Viechtbauer, who provided some code for us to use the metafor package in R"""
MA076,R,1703,Y,3.0.1,N,N/A,Y,T,< www.r-project.org >,NA
MA076,metafor,1703,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. – J. Stat. Software. 36: 1–48.",NA
MA078,ImageJ,1365,N,NA,N,N/A,N/A,Y,"Rasband, W.S. (1997–2015). ImageJ. U. S. National Institutes of Health, Bethesda, Maryland, USA. URL http://imagej.nih.gov/ij/.",NA
MA078,R,1365,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA078,metafor,1365,Y,1.9.8,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010). “metafor: Meta-Analysis Package for R.” R Package Version 1.9.8. Available at: http://CRAN.R-project.org/package=metafor. Last accessed: May 2016.",NA
MA082,Minitab,p.2 Appendix S1,Y,17,N,N/A,N/A,T,"Minitab Inc., State College, PA, USA",Details in supplement only
MA082,R,p.2 Appendix S1,Y,3.1,N,N/A,Y,T,(v. 3.1; www.R-project.org),NA
MA082,metafor,p.3 Appendix S1,Y,1.9-2,Y,CRAN,N/A,Y,"Viechtbauer, W. ( 2010 ). Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36, 1–48.","Full reference is in the main article, but otherwise not mentioned. Mention in Appendix only"
MA090,R,1388,Y,3.2.3,N,N/A,Y,T,< www.r-project.org >,NA
MA090,vegan,1388,N,NA,Y,CRAN,N/A,Y,"Oksanen, J. et al. 2015. vegan: community ecology package. – < http://CRAN.R-project.org/package = vegan >.",NA
MA090,inext,1388,N,NA,Y,CRAN,N/A,Y,"Hsieh, T. C. et al. 2015. inext: iNterpolation and EXTrapolation for species diversity. – < http://chao.stat.nthu.edu.tw/blog/software-download >.",NA
MA090,metafor,1390,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. – J. Stat. Softw. 36: 1–48.",NA
MA095,R,1495,N,NA,N,N/A,Y,Y,"R Core Team (2014) R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna, Austria.",NA
MA095,lme4,1495,N,NA,Y,CRAN,N/A,Y,"Bates, D., M€ achler, M., Bolker, B. & Walker, S. (2014) Fitting linear mixed-effects models using lme4. arXiv: 1406.5823.",NA
MA095,metafor,1495,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA095,ggplot2,1495,N,NA,Y,CRAN,N/A,Y,"Wickham, H. (2009) Ggplot2: Elegant Graphics for Data Analysis. Springer, New York, NY, USA.",NA
MA097,PlotDigitizer,45,N,NA,N,N/A,N/A,Y,"Huwaldt J, Steinhorst S (2013) Plot Digitizer. Available at: http://plot-digitizer.sourceforge.net/",NA
MA097,JAGS,46,Y,3.4,N,N/A,N/A,Y,Plummer M (2003) JAGS: A program for analysis of Bayesian graphical models using Gibbs sampling. Available at: http://mcmc-jags.sourceforge.net/,NA
MA097,rjags,46,N,NA,Y,CRAN,N/A,Y,Plummer M (2014) rjags: Bayesian graphical models using MCMC. Available at: https://cran.r-project.org/web/packages/rjags/rjags.pdf,NA
MA097,R,46,N,NA,N,N/A,Y,Y,"R Core Team (2013) R: a language and environment for statistical computing. R Foundation for Statistical Computing, Vienna",NA
MA097,metafor,47,N,NA,Y,CRAN,N/A,Y,Viechtbauer W (2010) Conducting meta-analyses in R with the metafor package. J Stat Softw 36:1–48,NA
MA097,ggplot2,47,N,NA,Y,CRAN,N/A,Y,"Wickham H (2009) ggplot2: elegant graphics for data analysis. Springer SBM, New York",NA
MA099,DataThief III,1342,Y,1.3,N,N/A,N/A,Y,"Tummers, B. (2006) DataThief III, v.1.3. Available at: http://www.datathief.org/ (accessed Jan–Dec 2010).",NA
MA099,WebPlotDigitizer,1343,Y,3.10,N,N/A,N/A,Y,"Rohatgi, A. (2015) WebPlotDigitalizer: HTML5 based online tool to extract numerical data from plot images. Version 3.10 [WWW document] Available at: http://arohatgi.info/WebPlotDigitizer/app/ (accessed Oct 2015–Apr 2016).",NA
MA099,R,1343,N,NA,N,N/A,Y,N,NA,Only mentioned implicitly through the mention of R packages
MA099,metafor,1343,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. (2010) Conducting meta-analyses in R with the metafor package. Journal of Statistical Software, 36, 1–48.",NA
MA101,WebPlotDigitizer,581,Y,2.4,N,N/A,N/A,Y,"Rohatgi, A. ( 2012 ). WebPlotDigitizer v2.4. Accessed 8 April 2015. Available at http://arohatgi.info/WebPlotDigitizer.",NA
MA101,compute.es,583,N,NA,Y,CRAN,N/A,Y,"Del Re, A. C. ( 2014 ). Package ‘‘compute.es’’. Accessed 8 April 2015. Available at http://cran.r-project.org/web/packages/compute.es/compute.es.pdf).",NA
MA101,R,583,N,NA,N,N/A,Y,Y,"R Core Team ( 2014 ). R: A Language and Environment for Statistical Computing. R Foundation for Statistical Computing, Vienna. Accessed 8 April 2015. Available at http://www.R-project.org/.",NA
MA101,metafor,583,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. ( 2010 ). Conducting meta-analysis in R with the metafor package. Journal of Statistical Software 36, 1–48.",NA
MA103,R,282,Y,3.1.2,N,N/A,Y,Y,"R Core Team. 2014. The R Project for Statistical Computing, version 3.1.2. R Foundation for Statistical Computing, Vienna, Austria. www.r-project.org",NA
MA103,metafor,282,N,NA,Y,CRAN,N/A,Y,"Viechtbauer, W. 2010. Conducting meta-analyses in R with the metafor package. Journal of Statistical Software 36:1–48.",NA
MA061,Mesquite,23,N,NA,N,N/A,N/A,Y,"Maddison, W.P. & Maddison, D.R. ( 2017 ). Mesquite: a modular system for evolutionary analysis. http://mesquiteproject.org",NA
